epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.4035,1.4918,1.53371,1.26998,0.78716,0.8407,0.81831,0.49182,1.2803,1.10193,1.20744,0.000550375,0.000550375,0.000550375
